timestep,dataset,model,norm,seq_len,pred_len,alpha,seed,dish_init,scaled,prior,gt_0,pred_0,gt_1,pred_1,gt_2,pred_2,gt_3,pred_3,gt_4,pred_4,gt_5,pred_5,gt_6,pred_6
0,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.235,,4.188,,49.269,,3.806,,-3.987,,-1.343,,14.2725,
1,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.654,,0.0,,48.706,,3.404,,-2.772,,0.0,,14.053,
2,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,42.47,,0.0,,46.562,,1.903,,-3.849,,-1.279,,13.833,
3,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.486,,0.0,,49.028,,2.841,,-3.849,,-1.279,,13.3935,
4,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,43.727,,0.0,,47.58,,2.091,,-3.849,,-1.279,,12.954,
5,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,41.465,,0.0,,45.409,,1.474,,-3.849,,0.0,,12.5145,
6,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,41.884,,0.0,,45.248,,0.0,,-3.849,,-1.247,,12.075,
7,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.402,,0.0,,48.438,,2.225,,-3.849,,-1.269,,11.6355,
8,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,43.308,,0.0,,46.562,,1.421,,-2.473,,-1.215,,11.1965,
9,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.905,,0.0,,48.518,,2.01,,-2.452,,0.0,,10.757,
10,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,44.816,,0.0,,47.285,,0.0,,-2.452,,0.0,,10.0975,
11,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,46.407,,0.0,,49.055,,1.448,,-2.495,,0.0,,9.6585,
12,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,47.245,,0.0,,51.065,,1.742,,-3.71,,-1.311,,9.2185,
13,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,47.748,,0.0,,51.011,,1.769,,-2.484,,0.0,,8.7795,
14,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,48.837,,0.0,,51.226,,1.421,,-2.484,,0.0,,8.3395,
15,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,52.69,,0.0,,54.55,,2.305,,-2.484,,0.0,,7.9005,
16,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,51.852,,0.0,,54.416,,2.52,,-2.484,,0.0,,7.9005,
17,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,52.271,,4.523,,55.113,,2.841,,-2.591,,0.0,,7.4605,
18,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,54.03,,5.11,,55.622,,2.922,,-1.226,,0.0,,7.4605,
19,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,52.69,,5.194,,54.255,,3.351,,-1.375,,0.0,,7.0215,
20,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,54.784,,5.529,,55.381,,3.243,,0.0,,0.0,,7.0215,
21,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,56.46,,6.45,,57.793,,4.289,,-1.269,,0.0,,7.0215,
22,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,52.774,,4.691,,56.426,,3.914,,-3.763,,-1.258,,6.8015,
23,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,52.187,,5.11,,55.327,,3.94,,-3.763,,0.0,,6.582,
24,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,51.266,48.67394,5.11,6.182494,52.915,52.263027,4.048,3.4934723,-2.441,-2.7246027,0.0,-0.32536268,6.582,5.873199
25,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,50.763,46.35543,5.026,5.0101266,53.183,50.437565,3.833,2.9553103,-2.441,-2.7538848,0.0,-0.32651997,6.582,5.380662
26,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,50.177,46.70909,4.775,5.1074905,52.646,50.160175,3.538,2.9991708,-2.473,-2.6888616,0.0,-0.30532312,6.582,5.765261
27,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,45.318,46.863766,0.0,5.142551,49.564,49.924633,2.868,3.0558739,-3.966,-2.6206431,-1.301,-0.31062156,6.582,5.8367677
28,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,41.046,46.841866,0.0,5.1353607,44.095,49.664375,0.0,3.1484761,-2.74,-2.522867,-1.226,-0.3201455,6.582,5.7003574
29,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,39.706,45.59075,0.0,4.6971946,42.514,48.623753,0.0,3.0325186,-2.697,-2.54812,0.0,-0.31818354,6.582,5.396426
30,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,40.879,44.618492,0.0,4.462108,43.747,47.92659,1.528,3.044045,-2.697,-2.6295753,0.0,-0.33611798,6.582,5.1927047
31,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,39.371,43.99995,0.0,4.4073567,42.782,47.33406,0.0,3.1337416,-2.697,-2.7977834,-1.311,-0.36577982,6.582,5.311368
32,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,40.209,43.38823,0.0,4.4944057,42.487,46.5948,1.474,3.1943603,-2.697,-2.894007,0.0,-0.37969422,6.582,5.49912
33,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,39.371,42.890003,0.0,4.573866,41.04,45.881187,0.0,3.129943,-1.439,-2.80473,0.0,-0.37167287,6.3625,5.384776
34,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,35.183,42.98368,0.0,4.511829,37.528,45.689304,0.0,3.10479,-2.719,-2.7592697,0.0,-0.36385202,6.3625,5.655456
35,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,34.01,42.19962,0.0,4.456901,36.134,44.766335,0.0,3.0412736,-2.719,-2.873049,0.0,-0.38963205,6.3625,5.9332147
36,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,41.633,41.927216,0.0,4.405937,43.613,44.191227,1.85,2.9290097,-1.237,-2.8681896,0.0,-0.3923717,6.3625,6.091441
37,ETTm2,Autoformer,dishts,24,24,0.0,2023,avg,False,none,40.292,41.906376,0.0,4.360531,42.085,43.843563,1.448,2.8385534,-1.311,-2.877744,0.0,-0.3957311,6.1425,6.285276
