timestep,dataset,model,norm,seq_len,pred_len,alpha,seed,dish_init,scaled,prior,gt_0,pred_0,gt_1,pred_1,gt_2,pred_2,gt_3,pred_3,gt_4,pred_4,gt_5,pred_5,gt_6,pred_6
0,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.235,,4.188,,49.269,,3.806,,-3.987,,-1.343,,14.2725,
1,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.654,,0.0,,48.706,,3.404,,-2.772,,0.0,,14.053,
2,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.47,,0.0,,46.562,,1.903,,-3.849,,-1.279,,13.833,
3,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.486,,0.0,,49.028,,2.841,,-3.849,,-1.279,,13.3935,
4,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,43.727,,0.0,,47.58,,2.091,,-3.849,,-1.279,,12.954,
5,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.465,,0.0,,45.409,,1.474,,-3.849,,0.0,,12.5145,
6,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.884,,0.0,,45.248,,0.0,,-3.849,,-1.247,,12.075,
7,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.402,,0.0,,48.438,,2.225,,-3.849,,-1.269,,11.6355,
8,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,43.308,,0.0,,46.562,,1.421,,-2.473,,-1.215,,11.1965,
9,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.905,,0.0,,48.518,,2.01,,-2.452,,0.0,,10.757,
10,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,44.816,,0.0,,47.285,,0.0,,-2.452,,0.0,,10.0975,
11,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.407,,0.0,,49.055,,1.448,,-2.495,,0.0,,9.6585,
12,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.245,,0.0,,51.065,,1.742,,-3.71,,-1.311,,9.2185,
13,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.748,,0.0,,51.011,,1.769,,-2.484,,0.0,,8.7795,
14,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.837,,0.0,,51.226,,1.421,,-2.484,,0.0,,8.3395,
15,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.69,,0.0,,54.55,,2.305,,-2.484,,0.0,,7.9005,
16,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.852,,0.0,,54.416,,2.52,,-2.484,,0.0,,7.9005,
17,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.271,,4.523,,55.113,,2.841,,-2.591,,0.0,,7.4605,
18,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.03,,5.11,,55.622,,2.922,,-1.226,,0.0,,7.4605,
19,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.69,,5.194,,54.255,,3.351,,-1.375,,0.0,,7.0215,
20,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.784,,5.529,,55.381,,3.243,,0.0,,0.0,,7.0215,
21,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,56.46,,6.45,,57.793,,4.289,,-1.269,,0.0,,7.0215,
22,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.774,,4.691,,56.426,,3.914,,-3.763,,-1.258,,6.8015,
23,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.187,,5.11,,55.327,,3.94,,-3.763,,0.0,,6.582,
24,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.266,,5.11,,52.915,,4.048,,-2.441,,0.0,,6.582,
25,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.763,,5.026,,53.183,,3.833,,-2.441,,0.0,,6.582,
26,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.177,,4.775,,52.646,,3.538,,-2.473,,0.0,,6.582,
27,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.318,,0.0,,49.564,,2.868,,-3.966,,-1.301,,6.582,
28,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.046,,0.0,,44.095,,0.0,,-2.74,,-1.226,,6.582,
29,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.706,,0.0,,42.514,,0.0,,-2.697,,0.0,,6.582,
30,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.879,,0.0,,43.747,,1.528,,-2.697,,0.0,,6.582,
31,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.371,,0.0,,42.782,,0.0,,-2.697,,-1.311,,6.582,
32,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.209,,0.0,,42.487,,1.474,,-2.697,,0.0,,6.582,
33,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.371,,0.0,,41.04,,0.0,,-1.439,,0.0,,6.3625,
34,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,35.183,,0.0,,37.528,,0.0,,-2.719,,0.0,,6.3625,
35,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,34.01,,0.0,,36.134,,0.0,,-2.719,,0.0,,6.3625,
36,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.633,,0.0,,43.613,,1.85,,-1.237,,0.0,,6.3625,
37,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.292,,0.0,,42.085,,1.448,,-1.311,,0.0,,6.1425,
38,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,38.617,,0.0,,39.86,,0.0,,0.0,,0.0,,6.1425,
39,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.544,,0.0,,43.425,,1.957,,-2.527,,0.0,,6.1425,
40,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.622,,0.0,,41.576,,1.716,,-2.527,,0.0,,6.1425,
41,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.376,,0.0,,42.514,,1.501,,-2.527,,0.0,,6.1425,
42,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.298,,0.0,,42.353,,2.091,,0.0,,0.0,,5.923,
43,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.298,,0.0,,42.487,,2.252,,0.0,,0.0,,5.923,
44,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.465,,0.0,,43.774,,2.198,,-2.026,,0.0,,5.923,
45,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.214,,0.0,,43.425,,2.707,,-2.026,,0.0,,5.923,
46,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.716,,0.0,,43.559,,2.278,,-1.386,,0.0,,5.7035,
47,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.638,,0.0,,43.238,,2.091,,0.0,,0.0,,5.7035,
48,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.214,,0.0,,42.139,,1.876,,0.0,,0.0,,5.7035,
49,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.633,,0.0,,43.023,,2.52,,-1.226,,0.0,,5.4835,
50,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.889,,4.188,,43.345,,2.868,,0.0,,0.0,,5.2635,
51,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.549,,0.0,,42.862,,2.252,,-1.311,,0.0,,5.2635,
52,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.303,,0.0,,43.05,,2.198,,0.0,,0.0,,5.2635,
53,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.968,,0.0,,43.264,,2.037,,0.0,,0.0,,5.2635,
54,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,40.795,,0.0,,42.809,,2.144,,-2.74,,0.0,,5.2635,
55,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.622,,0.0,,41.227,,1.93,,-1.311,,0.0,,5.044,
56,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,37.193,,0.0,,39.619,,0.0,,-2.996,,0.0,,5.044,
57,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,38.114,,0.0,,40.182,,0.0,,-1.748,,0.0,,4.8245,
58,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.303,,0.0,,43.72,,2.305,,0.0,,0.0,,4.6045,
59,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,43.559,,0.0,,44.256,,1.93,,0.0,,0.0,,4.6045,
60,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.805,,0.0,,44.739,,1.662,,-1.503,,0.0,,4.3845,
61,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,43.476,,0.0,,45.034,,1.823,,0.0,,0.0,,4.3845,
62,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.214,,0.0,,41.79,,0.0,,0.0,,0.0,,4.165,
63,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.371,,0.0,,41.066,,0.0,,-1.354,,0.0,,3.9455,
64,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,39.957,,0.0,,43.506,,0.0,,-2.889,,0.0,,3.9455,
65,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,44.983,,0.0,,48.116,,3.029,,-2.889,,0.0,,3.9455,
66,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.072,,4.607,,50.154,,4.262,,-4.105,,-1.418,,4.165,
67,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.659,,5.194,,50.824,,4.718,,-4.105,,-1.418,,4.6045,
68,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.329,,5.696,,51.199,,5.12,,-4.105,,-1.418,,5.2635,
69,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.25,,5.864,,51.869,,5.227,,-4.105,,-1.418,,5.7035,
70,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.088,,6.199,,52.915,,5.388,,-4.105,,-1.418,,6.582,
71,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.989,,4.272,,50.127,,3.78,,-4.105,,-1.418,,7.4605,
72,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.989,,0.0,,49.966,,3.538,,-4.105,,-1.418,,8.3395,
73,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.743,,4.356,,50.77,,3.887,,-4.105,,-1.397,,9.4385,
74,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.737,,0.0,,50.154,,3.699,,-4.105,,-1.375,,10.537,
75,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.837,,4.775,,52.325,,4.182,,-4.105,,-1.311,,11.6355,
76,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.585,,4.44,,52.137,,3.646,,-4.105,,-1.247,,12.5145,
77,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.413,,0.0,,51.628,,3.404,,-4.105,,-1.215,,13.833,
78,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.737,,0.0,,49.885,,2.198,,-4.105,,-1.215,,14.7115,
79,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.57,,0.0,,49.939,,2.815,,-4.105,,-1.215,,15.371,
80,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.486,,0.0,,49.644,,2.547,,-4.105,,-1.279,,15.8105,
81,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.496,,5.529,,50.69,,3.136,,-4.105,,0.0,,15.8105,
82,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.58,,4.775,,51.306,,4.182,,-4.105,,-1.226,,16.03,
83,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.507,,5.361,,52.646,,4.664,,-4.105,,-1.269,,15.8105,
84,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.093,,6.115,,53.049,,5.066,,-2.889,,0.0,,15.371,
85,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.931,,6.618,,54.228,,5.468,,-4.169,,0.0,,14.932,
86,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.832,,5.361,,51.681,,4.664,,-2.932,,-1.247,,14.492,
87,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.507,,6.199,,53.451,,5.468,,-2.932,,-1.237,,14.492,
88,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.926,,6.534,,53.183,,5.254,,-2.921,,0.0,,14.492,
89,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.088,,5.948,,52.164,,4.905,,-2.921,,0.0,,14.712,
90,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,47.413,,5.529,,51.333,,4.905,,-4.147,,-1.247,,15.1515,
91,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,42.219,,0.0,,46.615,,3.699,,-4.041,,-1.226,,15.591,
92,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.072,,5.361,,50.556,,4.771,,-4.041,,-1.226,,15.591,
93,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.659,,5.194,,50.207,,4.503,,-4.041,,0.0,,15.8105,
94,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.91,,5.864,,50.207,,4.852,,-4.041,,0.0,,15.8105,
95,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.25,,5.864,,50.716,,4.718,,-2.751,,0.0,,15.371,
96,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,46.324,48.650505,5.026,4.883798,48.545,47.874573,3.994,3.5861928,-2.751,-2.0210497,0.0,-1.2336088,14.932,16.833344
97,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.25,49.226875,6.283,4.505122,51.172,48.41285,4.503,3.5616732,-2.751,-2.041906,0.0,-0.93481505,14.712,16.234373
98,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.266,49.18145,6.618,4.0637207,52.941,48.15349,4.879,3.5176816,-1.397,-1.9524865,0.0,-0.9328112,14.492,15.037752
99,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.68,48.39702,6.45,3.4318502,52.781,48.300045,4.423,3.3045442,-2.612,-2.2704675,0.0,-0.8505964,14.053,14.233956
100,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.842,47.84784,5.948,2.8089726,51.869,48.27101,4.074,3.1941898,-2.58,-2.4635003,0.0,-0.8268785,13.613,13.21646
101,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.931,46.981342,5.78,2.107466,52.646,48.01786,3.887,3.007562,-1.365,-2.5820105,0.0,-0.81820637,13.3935,11.779249
102,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.098,46.455086,6.031,1.8044139,52.968,47.850483,3.86,3.0328655,-1.279,-2.5916936,0.0,-0.638847,12.954,10.451932
103,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.926,45.684193,5.445,1.5246162,51.467,47.57705,3.404,2.8169365,-1.301,-2.742577,0.0,-0.64194876,12.5145,9.707601
104,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.439,45.608932,5.78,1.4546256,54.818,47.601067,3.967,2.5651653,-2.815,-2.918743,0.0,-0.553375,12.075,9.393122
105,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.182,45.55761,5.11,1.4940461,53.799,47.73534,3.887,2.4535131,-2.815,-2.8686583,0.0,-0.4351903,11.6355,9.841882
106,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,52.606,45.793247,5.612,1.6894419,54.577,48.15484,3.94,2.54861,-1.599,-2.9638786,0.0,-0.32333845,11.1965,9.967168
107,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,53.025,45.731033,6.115,1.731359,55.032,48.024742,4.289,2.5732982,-1.599,-2.9060917,0.0,-0.45015156,10.757,9.713592
108,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.088,45.383553,4.105,1.7704564,50.716,47.715073,2.573,2.5779414,-1.461,-2.915057,0.0,-0.65735435,10.757,9.730575
109,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,50.763,45.276585,4.188,1.808598,51.145,47.53719,1.796,2.6825097,0.0,-3.006776,0.0,-0.87097687,10.3175,9.914436
110,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.35,45.37696,0.0,1.7558787,51.735,47.333103,1.635,2.636263,0.0,-2.9622812,0.0,-0.7483021,10.3175,10.229257
111,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,56.627,45.56436,6.869,1.9100357,55.193,47.4083,3.378,2.675335,2.207,-2.8837602,0.0,-0.7108141,9.878,10.6579895
112,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.784,46.09856,5.78,2.0451703,55.676,47.8322,3.404,2.7890127,0.0,-2.851656,0.0,-0.72289145,9.878,11.124324
113,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.868,46.551624,6.199,2.2248979,56.185,48.23119,3.806,2.9371767,-1.29,-2.799164,0.0,-0.7035369,9.878,11.260344
114,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.952,46.6402,6.031,2.4482217,56.158,48.662453,3.994,3.0778387,0.0,-2.8040137,0.0,-0.69171584,9.4385,11.794782
115,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,56.962,47.099117,6.785,2.4407396,56.078,48.84867,3.538,3.1770623,0.0,-2.8107944,0.0,-0.6299186,9.4385,11.273749
116,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,55.036,47.10188,6.366,2.4184535,56.158,49.019405,4.128,3.1753078,0.0,-2.8326395,0.0,-0.5857463,9.4385,11.233774
117,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,57.046,46.964577,7.037,2.2794337,56.372,49.087467,3.806,3.1003437,0.0,-2.8686135,0.0,-0.5514059,9.2185,11.114592
118,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.784,46.759106,5.948,2.1522315,55.542,49.036613,3.94,3.0069265,0.0,-2.8950253,0.0,-0.5395044,8.999,10.939226
119,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.533,46.651066,5.864,2.1425002,55.542,49.032326,3.78,2.9769773,0.0,-2.905664,0.0,-0.5422865,8.999,10.787685
120,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,54.449,46.642586,6.534,2.1804295,54.255,49.022766,3.914,2.9998004,0.0,-2.884666,0.0,-0.5351178,8.7795,10.708311
121,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,53.779,46.71346,7.037,2.2849488,54.148,49.056057,4.45,3.0768259,0.0,-2.8529918,0.0,-0.5423291,8.5595,10.647591
122,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,53.947,46.43144,6.618,2.2808619,54.014,48.98699,4.262,3.075108,0.0,-2.8517056,0.0,-0.650938,8.5595,10.851251
123,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,51.015,46.2704,5.445,2.2541308,52.566,48.83859,4.048,3.0092626,0.0,-2.8109016,0.0,-0.62716615,8.3395,10.850979
124,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,49.674,46.216553,5.361,2.3024602,50.582,48.76694,3.619,3.0125146,0.0,-2.744075,0.0,-0.5971098,8.12,10.863957
125,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.486,46.255062,0.0,2.378997,45.891,48.737865,1.93,3.0461106,0.0,-2.673865,0.0,-0.58024067,8.12,10.899495
126,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.585,46.415222,5.612,2.5025525,48.867,48.768295,3.672,3.126204,0.0,-2.6085284,0.0,-0.57136106,7.9005,10.958785
127,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,48.418,46.558594,5.026,2.655693,49.296,48.83695,2.975,3.2224164,0.0,-2.570279,0.0,-0.59542024,7.6805,11.043916
128,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,41.298,46.728676,0.0,2.7626672,43.184,48.921333,1.876,3.3155398,-1.471,-2.5343854,0.0,-0.5896773,7.6805,11.074633
129,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.905,46.817215,4.188,2.8361392,46.669,48.953693,2.573,3.3546658,0.0,-2.5051708,0.0,-0.58750904,7.4605,11.037811
130,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.654,46.819794,4.356,2.8619337,46.079,48.924023,2.654,3.348128,0.0,-2.4919186,0.0,-0.58164483,7.241,10.958856
131,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.235,46.721992,5.026,2.6977978,45.972,48.66674,3.431,3.2349215,0.0,-2.4732583,0.0,-0.6235982,7.0215,10.291344
132,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,43.978,46.608704,0.0,2.6679032,45.918,48.614677,2.681,3.2341352,-1.695,-2.4449735,0.0,-0.51549983,7.0215,10.267239
133,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,45.067,46.58598,4.356,2.665783,46.32,48.609146,3.27,3.206868,0.0,-2.430084,0.0,-0.46918494,7.0215,10.115276
134,ETTm2,Autoformer,none,96,168,0.0,2023,avg,False,none,44.062,46.564415,4.105,2.642766,45.06,48.609394,2.815,3.1654863,0.0,-2.4255764,0.0,-0.39093685,6.582,9.932466
